id,marka,seri,trim,yil,kilometre,vites_tipi,yakit_tipi,kasa_tipi,renk,motor_hacmi,motor_gucu,degisen_sayisi,boyali_sayisi,kimden,fiyat,model_tam
160,BMW,1 Serisi,116d Joy Plus,2015.0,179000.0,Otomatik,Benzin,Hatchback/5,Kırmızı,1496.0,116.0,1.0,1.0,Galeriden,965000.0,1 Serisi 116d Joy Plus
161,BMW,3 Serisi,316i M Sport,2013.0,135000.0,Otomatik,Benzin,Sedan,Kırmızı,1500.0,138.0,0.0,0.0,Galeriden,1465000.0,3 Serisi 316i M Sport
162,BMW,5 Serisi,520d Premium,2010.0,315000.0,Otomatik,Benzin,Sedan,Yeşil,1995.0,177.0,,,Galeriden,865000.0,5 Serisi 520d Premium
163,BMW,i Serisi,i5 eDrive30 M Sport,2024.0,23000.0,Otomatik,Benzin,Sedan,Gri,,213.0,0.0,0.0,Galeriden,4190000.0,i Serisi i5 eDrive30 M Sport
164,BMW,1 Serisi,118i Joy,2017.0,18000.0,Otomatik,Benzin,Hatchback/5,Beyaz,1500.0,138.0,,,Galeriden,1300000.0,1 Serisi 118i Joy
165,BMW,3 Serisi,318i Standart,2001.0,160000.0,Otomatik,Benzin,Sedan,Yeşil (metalik),1895.0,118.0,0.0,2.0,Sahibinden,725000.0,3 Serisi 318i Standart
166,BMW,5 Serisi,520i Executive M Sport,2016.0,71500.0,Otomatik,Benzin,Sedan,Siyah,1592.0,170.0,4.0,0.0,Sahibinden,1685000.0,5 Serisi 520i Executive M Sport
167,BMW,i Serisi,i4 eDrive40 M Sport,2024.0,13000.0,Otomatik,Benzin,Hatchback/5,Mavi,,213.0,,,Galeriden,3690000.0,i Serisi i4 eDrive40 M Sport
168,BMW,5 Serisi,520i Executive M Sport,2018.0,134000.0,Otomatik,Benzin,Sedan,Gri,1500.0,163.0,0.0,0.0,Galeriden,2630000.0,5 Serisi 520i Executive M Sport
169,BMW,1 Serisi,116d M Sport,2015.0,160000.0,Otomatik,Dizel,Hatchback/5,Beyaz,1496.0,116.0,,,Galeriden,1350000.0,1 Serisi 116d M Sport
170,BMW,5 Serisi,520i M Sport,2024.0,18000.0,Otomatik,Benzin,Sedan,Lacivert,1500.0,188.0,0.0,0.0,Galeriden,5350000.0,5 Serisi 520i M Sport
171,BMW,1 Serisi,116i Standart,2006.0,199000.0,Düz,Benzin,Hatchback/5,Siyah,1500.0,113.0,0.0,0.0,Galeriden,578000.0,1 Serisi 116i Standart
172,BMW,3 Serisi,320i ED Techno Plus,2013.0,190000.0,Otomatik,Benzin,Sedan,Beyaz,1500.0,163.0,0.0,0.0,Galeriden,1500000.0,3 Serisi 320i ED Techno Plus
173,BMW,3 Serisi,320d Standart,2011.0,185000.0,Otomatik,Benzin,Sedan,Beyaz,1995.0,184.0,1.0,1.0,Galeriden,927000.0,3 Serisi 320d Standart
174,BMW,5 Serisi,520i Premium,2014.0,158000.0,Otomatik,Benzin,Sedan,Beyaz,1500.0,163.0,0.0,2.0,Galeriden,1685000.0,5 Serisi 520i Premium
175,BMW,3 Serisi,320i First Edition M Sport,2020.0,99750.0,Otomatik,Benzin,Sedan,Siyah,1500.0,163.0,0.0,0.0,Galeriden,2460000.0,3 Serisi 320i First Edition M Sport
176,BMW,3 Serisi,320i,2001.0,255000.0,Otomatik,LPG & Benzin,Sedan,Gri (Gümüş),2171.0,170.0,,,Galeriden,722500.0,3 Serisi 320i
177,BMW,3 Serisi,320i First Edition M Sport,2019.0,58500.0,Otomatik,Benzin,Sedan,Mavi,1500.0,163.0,0.0,9.0,Galeriden,2250000.0,3 Serisi 320i First Edition M Sport
178,BMW,3 Serisi,320i Sport Line,2022.0,71000.0,Otomatik,Benzin,Sedan,Beyaz,1597.0,170.0,0.0,0.0,Galeriden,2440000.0,3 Serisi 320i Sport Line
179,BMW,1 Serisi,116i Premium,2011.0,85900.0,Otomatik,Benzin,Hatchback/5,Beyaz,1500.0,113.0,0.0,0.0,Galeriden,939000.0,1 Serisi 116i Premium
180,BMW,1 Serisi,116i Premium,2012.0,128000.0,Otomatik,Benzin,Hatchback/5,Kırmızı,1500.0,138.0,0.0,0.0,Galeriden,1029000.0,1 Serisi 116i Premium
181,BMW,3 Serisi,320i Sport Line,2022.0,108500.0,Otomatik,Benzin,Sedan,Füme,1597.0,170.0,0.0,0.0,Galeriden,2575000.0,3 Serisi 320i Sport Line
182,BMW,5 Serisi,525d xDrive Premium,2012.0,76000.0,Otomatik,Benzin,Sedan,Beyaz,1995.0,218.0,0.0,2.0,Galeriden,1920000.0,5 Serisi 525d xDrive Premium
183,BMW,5 Serisi,520i Luxury Line,2017.0,152000.0,Otomatik,Benzin,Sedan,Füme,1500.0,163.0,2.0,3.0,Galeriden,2125000.0,5 Serisi 520i Luxury Line
184,BMW,1 Serisi,116i Premium,2010.0,240000.0,Otomatik,Benzin,Hatchback/5,Beyaz,1596.0,116.0,0.0,0.0,Galeriden,615000.0,1 Serisi 116i Premium
185,BMW,5 Serisi,520d M Sport,2011.0,276000.0,Otomatik,Dizel,Sedan,Gri,1995.0,184.0,0.0,0.0,Galeriden,1330000.0,5 Serisi 520d M Sport
186,Ferrari,360,Modena F1,2000.0,79000.0,Otomatik,Benzin,Coupe,Kırmızı,3750.0,388.0,0.0,0.0,Galeriden,6150000.0,360 Modena F1
187,Ferrari,SF90,Stradale 4.0,2023.0,0.0,Otomatik,Benzin,Coupe,Füme,3750.0,1000.0,0.0,0.0,Galeriden,78000000.0,SF90 Stradale 4.0
188,BMW,1 Serisi,116i Premium,2012.0,85000.0,Otomatik,Benzin,Hatchback/5,Siyah,1500.0,138.0,0.0,5.0,Galeriden,965000.0,1 Serisi 116i Premium
189,Ferrari,458,Italia,2012.0,66500.0,Otomatik,Benzin,Coupe,Kırmızı,4250.0,563.0,0.0,4.0,Yetkili Bayiden,15800000.0,458 Italia
190,Ferrari,California,4.3,2011.0,75000.0,Otomatik,Benzin,Roadster,Siyah,4250.0,463.0,0.0,0.0,Galeriden,9890000.0,California 4.3
191,Ferrari,348,GTS,2025.0,0.0,Otomatik,Benzin,Cabrio,Kırmızı,2750.0,601.0,0.0,0.0,Yetkili Bayiden,59500000.0,348 GTS
192,Ferrari,458,Italia,2012.0,26930.0,Otomatik,Benzin,Coupe,Kırmızı,4499.0,570.0,0.0,1.0,Galeriden,19250000.0,458 Italia
193,BMW,3 Serisi,320d M Sport,2014.0,284000.0,Otomatik,Benzin,Sedan,Beyaz,1995.0,184.0,0.0,4.0,Galeriden,1175000.0,3 Serisi 320d M Sport
194,Ferrari,458,Spider,2013.0,39000.0,Otomatik,Benzin,Cabrio,Kırmızı,4250.0,563.0,0.0,0.0,Galeriden,18650000.0,458 Spider
195,BMW,3 Serisi,318d Premium,2009.0,129000.0,Otomatik,Benzin,Sedan,Gri,1995.0,143.0,1.0,4.0,Galeriden,865000.0,3 Serisi 318d Premium
196,BMW,5 Serisi,520i Luxury Line,2021.0,44000.0,Otomatik,Benzin,Sedan,Gri,1500.0,163.0,1.0,1.0,Galeriden,2950000.0,5 Serisi 520i Luxury Line
197,Ferrari,599,GTB,2024.0,0.0,Otomatik,Benzin,Coupe,Siyah,2750.0,830.0,0.0,0.0,Yetkili Bayiden,48000000.0,599 GTB
198,Ferrari,430,F430 Spider,2009.0,23434.0,Otomatik,Benzin,Roadster,Mavi,4250.0,488.0,0.0,0.0,Yetkili Bayiden,15500000.0,430 F430 Spider
199,Ferrari,F8,Tributo,2022.0,16360.0,Otomatik,Benzin,Coupe,Kırmızı,3750.0,601.0,2.0,0.0,Yetkili Bayiden,35250000.0,F8 Tributo
200,Ferrari,430,F430,2008.0,48000.0,Otomatik,Benzin,Coupe,Siyah,4250.0,488.0,0.0,0.0,Galeriden,10950000.0,430 F430
201,Ferrari,California,4.3,2011.0,42012.0,Otomatik,Benzin,Roadster,Gri,4297.0,460.0,0.0,0.0,Galeriden,10850000.0,California 4.3
202,nan,,,,,,,,,,,,,,,
203,Ferrari,430,F430,2008.0,59800.0,Otomatik,Benzin,Coupe,Siyah,4250.0,488.0,0.0,0.0,Galeriden,7850000.0,430 F430
204,Ferrari,California,4.3,2010.0,77800.0,Otomatik,Benzin,Roadster,Kırmızı,4250.0,463.0,0.0,0.0,Galeriden,8365000.0,California 4.3
205,Ferrari,F8,Tributo,2022.0,9720.0,Otomatik,Benzin,Coupe,Kırmızı,3902.0,720.0,0.0,0.0,Galeriden,46500000.0,F8 Tributo
206,Ferrari,458,Spider,2013.0,29750.0,Otomatik,Benzin,Cabrio,Kırmızı,4250.0,563.0,0.0,0.0,Galeriden,21500000.0,458 Spider
207,Ferrari,458,Italia,2011.0,39000.0,Otomatik,Benzin,Coupe,Sarı,4250.0,563.0,0.0,0.0,Galeriden,16900000.0,458 Italia
208,Ferrari,458,Spider,2012.0,15000.0,Otomatik,Benzin,Cabrio,Kırmızı,4250.0,563.0,0.0,0.0,Yetkili Bayiden,23900000.0,458 Spider
209,Geely,Echo,1.3 Comfort,2011.0,104000.0,Düz,Benzin,Sedan,Gri,1342.0,86.0,,,Sahibinden,250000.0,Echo 1.3 Comfort
210,Geely,Emgrand,1.5 GSL Premium,2012.0,180000.0,Düz,LPG & Benzin,Sedan,Kahverengi,1498.0,106.0,2.0,3.0,Sahibinden,365000.0,Emgrand 1.5 GSL Premium
211,Geely,Emgrand,1.5 GSL Premium,2011.0,217660.0,Düz,Benzin,Sedan,Beyaz,1498.0,106.0,0.0,8.0,Galeriden,450000.0,Emgrand 1.5 GSL Premium
212,Geely,FC,1.5 GSL,2010.0,188000.0,Düz,LPG & Benzin,Sedan,Siyah,1498.0,105.0,,,Sahibinden,255000.0,FC 1.5 GSL
213,Geely,Emgrand,1.5 GSL Premium SR,2010.0,270000.0,Düz,LPG & Benzin,Sedan,Siyah,1498.0,106.0,0.0,3.0,Sahibinden,420000.0,Emgrand 1.5 GSL Premium SR
214,Ferrari,360,Modena F1,2004.0,65000.0,Otomatik,Benzin,Coupe,Kırmızı,3750.0,388.0,0.0,3.0,Galeriden,6550000.0,360 Modena F1
215,BMW,5 Serisi,520d Exclusive,2012.0,274000.0,Otomatik,Benzin,Sedan,Füme,1995.0,184.0,0.0,6.0,Galeriden,1199900.0,5 Serisi 520d Exclusive
216,Geely,Emgrand,1.5 GSL Premium,2011.0,162000.0,Düz,LPG & Benzin,Sedan,Gri,1498.0,106.0,,,Sahibinden,375000.0,Emgrand 1.5 GSL Premium
217,Geely,Familia,1.5 Comfort,2011.0,280000.0,Düz,Benzin,Sedan,Gri,1498.0,94.0,0.0,11.0,Galeriden,215999.0,Familia 1.5 Comfort
218,Geely,Echo,1.3 Comfort,2009.0,145000.0,Düz,Benzin,Sedan,Siyah,1342.0,86.0,0.0,0.0,Sahibinden,275000.0,Echo 1.3 Comfort
219,Geely,Emgrand,1.5 GSL Premium,2011.0,230000.0,Düz,LPG & Benzin,Sedan,Beyaz,1498.0,106.0,1.0,5.0,Galeriden,300000.0,Emgrand 1.5 GSL Premium
220,Geely,Familia,1.5 Comfort,2011.0,180000.0,Düz,LPG & Benzin,Sedan,Gri,1498.0,94.0,,,Sahibinden,265000.0,Familia 1.5 Comfort
221,Geely,FC,1.5 GSL,2011.0,115000.0,Düz,LPG & Benzin,Sedan,Gri,1498.0,105.0,,,Sahibinden,220000.0,FC 1.5 GSL
222,Geely,Emgrand,1.5 GSL Premium SR,2012.0,195000.0,Düz,LPG & Benzin,Sedan,Kahverengi,1498.0,106.0,0.0,1.0,Sahibinden,350000.0,Emgrand 1.5 GSL Premium SR
223,Geely,Emgrand,1.5 GSL Premium,2012.0,200000.0,Düz,LPG & Benzin,Sedan,Beyaz,1498.0,106.0,,,Sahibinden,400000.0,Emgrand 1.5 GSL Premium
224,Geely,Emgrand,1.5 GSL Basic,2012.0,167000.0,Düz,LPG & Benzin,Hatchback/5,Beyaz,1498.0,106.0,0.0,5.0,Sahibinden,425000.0,Emgrand 1.5 GSL Basic
225,Geely,Emgrand,1.5 GSL Premium,2011.0,152000.0,Düz,Benzin,Sedan,Siyah,1498.0,106.0,1.0,0.0,Sahibinden,375000.0,Emgrand 1.5 GSL Premium
226,Geely,Familia,1.5 Comfort,2009.0,140000.0,Düz,Benzin,Sedan,Gri,1498.0,94.0,1.0,6.0,Galeriden,215000.0,Familia 1.5 Comfort
227,Geely,FC,1.5 GSL,2011.0,239000.0,Düz,LPG & Benzin,Sedan,Gri (Gümüş),1498.0,105.0,2.0,11.0,Sahibinden,230000.0,FC 1.5 GSL
228,Geely,Familia,1.5 Comfort,2010.0,230000.0,Düz,LPG & Benzin,Sedan,Siyah,1498.0,94.0,2.0,2.0,Sahibinden,225000.0,Familia 1.5 Comfort
229,Geely,Emgrand,1.5 GSL Premium SR,2012.0,114000.0,Düz,Benzin,Sedan,Siyah,1498.0,106.0,,,Sahibinden,400000.0,Emgrand 1.5 GSL Premium SR
230,Geely,Echo,1.3 Basic,2010.0,131000.0,Düz,Benzin,Sedan,Siyah,1342.0,86.0,0.0,3.0,Sahibinden,290000.0,Echo 1.3 Basic
231,Geely,Familia,1.5 Comfort,2011.0,385000.0,Düz,Benzin,Sedan,Gri,1498.0,94.0,,,Sahibinden,240000.0,Familia 1.5 Comfort
232,Geely,Emgrand,1.5 GSL Premium,2011.0,206000.0,Düz,Benzin,Sedan,Siyah,1498.0,106.0,3.0,7.0,Sahibinden,300000.0,Emgrand 1.5 GSL Premium
233,Geely,Emgrand,1.5 GSL Premium SR,2012.0,228000.0,Düz,LPG & Benzin,Hatchback/5,Kahverengi,1498.0,106.0,1.0,3.0,Sahibinden,425000.0,Emgrand 1.5 GSL Premium SR
234,Geely,Familia,1.5 Comfort,2009.0,238000.0,Düz,Benzin,Sedan,Gri,1498.0,94.0,,,Sahibinden,235000.0,Familia 1.5 Comfort
235,Geely,Emgrand,1.5 GSL Basic,2011.0,168000.0,Düz,LPG & Benzin,Hatchback/5,Bej,1498.0,106.0,0.0,10.0,Sahibinden,350000.0,Emgrand 1.5 GSL Basic
236,Geely,Emgrand,1.5 GSL Premium SR,2012.0,194000.0,Düz,LPG & Benzin,Sedan,Beyaz,1498.0,106.0,1.0,1.0,Sahibinden,369000.0,Emgrand 1.5 GSL Premium SR
237,Geely,Emgrand,1.5 GSL Premium,2013.0,248000.0,Düz,LPG & Benzin,Sedan,Siyah,1498.0,106.0,2.0,0.0,Sahibinden,340000.0,Emgrand 1.5 GSL Premium
238,Geely,Emgrand,1.5 GSL Premium SR,2012.0,88000.0,Düz,Benzin,Sedan,Beyaz,1498.0,106.0,0.0,4.0,Sahibinden,475000.0,Emgrand 1.5 GSL Premium SR
239,Geely,Echo,1.3 Comfort,2009.0,241900.0,Düz,Benzin,Sedan,Gri (Gümüş),1342.0,86.0,1.0,9.0,Sahibinden,195000.0,Echo 1.3 Comfort
240,Geely,Familia,1.5 Comfort,2010.0,260442.0,Düz,Benzin,Sedan,Gri (Gümüş),1498.0,94.0,,,Galeriden,230000.0,Familia 1.5 Comfort
241,Geely,Emgrand,1.5 GSL Premium SR,2014.0,170000.0,Düz,Benzin,Sedan,Siyah,1498.0,106.0,0.0,0.0,Galeriden,365000.0,Emgrand 1.5 GSL Premium SR
242,Geely,Emgrand,1.5 GSL Premium SR,2012.0,206000.0,Düz,Benzin,Sedan,Beyaz,1498.0,106.0,0.0,11.0,Sahibinden,342000.0,Emgrand 1.5 GSL Premium SR
243,Geely,Emgrand,1.5 GSL Premium SR,2012.0,206000.0,Düz,Benzin,Sedan,Beyaz,1498.0,106.0,0.0,11.0,Sahibinden,340000.0,Emgrand 1.5 GSL Premium SR
244,Geely,Echo,1.3 Comfort,2010.0,128647.0,Düz,Benzin,Sedan,Siyah,1300.0,88.0,0.0,8.0,Galeriden,295000.0,Echo 1.3 Comfort
245,Geely,Emgrand,1.5 GSL Premium SR,2012.0,195000.0,Düz,LPG & Benzin,Sedan,Kahverengi,1498.0,106.0,0.0,1.0,Sahibinden,350000.0,Emgrand 1.5 GSL Premium SR
246,Geely,Emgrand,1.5 GSL Premium SR,2012.0,162400.0,Düz,Benzin,Sedan,Kahverengi,1498.0,106.0,0.0,0.0,Galeriden,419000.0,Emgrand 1.5 GSL Premium SR
247,Geely,Emgrand,1.5 GSL Basic,2011.0,173000.0,Düz,LPG & Benzin,Hatchback/5,Siyah,1498.0,106.0,0.0,4.0,Sahibinden,295000.0,Emgrand 1.5 GSL Basic
248,Geely,Echo,1.3 Comfort,2010.0,165000.0,Düz,Benzin,Sedan,Gri (Gümüş),1342.0,86.0,0.0,2.0,Sahibinden,225000.0,Echo 1.3 Comfort
249,Geely,Familia,1.5 Comfort,2009.0,225000.0,Düz,LPG & Benzin,Sedan,Beyaz,1498.0,94.0,0.0,0.0,Sahibinden,195000.0,Familia 1.5 Comfort
250,Geely,Emgrand,1.5 GSL Premium,2011.0,255000.0,Düz,Benzin,Sedan,Siyah,1498.0,106.0,2.0,0.0,Galeriden,325000.0,Emgrand 1.5 GSL Premium
251,Geely,Emgrand,1.5 GSL Premium,2011.0,156000.0,Düz,LPG & Benzin,Sedan,Beyaz,1498.0,106.0,1.0,2.0,Sahibinden,410000.0,Emgrand 1.5 GSL Premium
252,Geely,Emgrand,1.5 GSL Premium,2012.0,160000.0,Düz,LPG & Benzin,Sedan,Bordo,1498.0,106.0,0.0,0.0,Sahibinden,489000.0,Emgrand 1.5 GSL Premium
253,Geely,Echo,1.3 Comfort,2011.0,115000.0,Düz,Benzin,Sedan,Gri,1342.0,86.0,,,Sahibinden,275000.0,Echo 1.3 Comfort
254,Geely,Emgrand,1.5 GSL Premium,2011.0,146000.0,Düz,LPG & Benzin,Sedan,Beyaz,1498.0,106.0,,,Sahibinden,470000.0,Emgrand 1.5 GSL Premium
255,Geely,Emgrand,1.5 GSL Premium SR,2012.0,240000.0,Düz,LPG & Benzin,Sedan,Siyah,1498.0,106.0,1.0,3.0,Sahibinden,340000.0,Emgrand 1.5 GSL Premium SR
256,Geely,Emgrand,1.5 GSL Premium SR,2011.0,207000.0,Düz,Benzin,Sedan,Gri,1498.0,106.0,0.0,2.0,Sahibinden,360000.0,Emgrand 1.5 GSL Premium SR
257,Geely,Emgrand,1.5 GSL Premium,2012.0,232000.0,Düz,LPG & Benzin,Sedan,Siyah,1498.0,106.0,0.0,12.0,Sahibinden,370000.0,Emgrand 1.5 GSL Premium
258,Geely,Emgrand,1.5 GSL Premium SR,2012.0,283000.0,Düz,LPG & Benzin,Sedan,Siyah,1498.0,106.0,1.0,4.0,Sahibinden,387000.0,Emgrand 1.5 GSL Premium SR
259,Geely,Echo,1.3 Comfort,2009.0,206500.0,Düz,Benzin,Sedan,Gri (Gümüş),1342.0,86.0,0.0,10.0,Sahibinden,234000.0,Echo 1.3 Comfort
260,Bentley,Continental,GT Speed,2022.0,6003.0,Otomatik,Benzin,Coupe,Gri,6001.0,601.0,0.0,0.0,Yetkili Bayiden,48500000.0,Continental GT Speed
261,Bentley,Continental,GT Speed,2013.0,26700.0,Otomatik,Benzin,Coupe,Gri,5750.0,601.0,0.0,0.0,Galeriden,13200000.0,Continental GT Speed
262,Bentley,Continental,GT,2013.0,88000.0,Otomatik,Benzin,Coupe,Siyah,3750.0,488.0,,,Galeriden,9000000.0,Continental GT
263,Bentley,Continental,GT,2017.0,38000.0,Otomatik,Benzin,Coupe,Lacivert,3750.0,513.0,0.0,0.0,Galeriden,17750000.0,Continental GT
264,Bentley,Continental,GT,2017.0,25000.0,Otomatik,Benzin,Coupe,Siyah,3750.0,513.0,0.0,0.0,Galeriden,17250000.0,Continental GT
265,Bentley,Continental,GTC,2008.0,23000.0,Otomatik,Benzin,Cabrio,Yeşil,5750.0,563.0,0.0,0.0,Galeriden,8950000.0,Continental GTC
266,Bentley,Continental,GT,2019.0,28500.0,Otomatik,Benzin,Coupe,Siyah,5750.0,626.0,0.0,0.0,Galeriden,34500000.0,Continental GT
267,Bentley,Continental,GTC,2012.0,61000.0,Otomatik,Benzin,Cabrio,Beyaz,5750.0,563.0,0.0,0.0,Galeriden,10750000.0,Continental GTC
268,Bentley,Continental,GT,2018.0,24000.0,Otomatik,Benzin,Coupe,Füme,5750.0,626.0,0.0,0.0,Galeriden,29500000.0,Continental GT
269,Bentley,Continental,GT,2021.0,9000.0,Otomatik,Benzin,Coupe,Siyah,3750.0,513.0,0.0,0.0,Galeriden,30500000.0,Continental GT
270,Bentley,Continental,GT,2016.0,58487.0,Otomatik,Benzin,Coupe,Beyaz,3993.0,507.0,0.0,0.0,Galeriden,13850000.0,Continental GT
271,Bentley,Flying Spur,6.0,2014.0,125000.0,Otomatik,Benzin,Sedan,Lacivert,5998.0,616.0,2.0,5.0,Galeriden,14500000.0,Flying Spur 6.0
272,Bentley,Flying Spur,6.0,2013.0,119000.0,Otomatik,Benzin,Sedan,Füme,5750.0,563.0,0.0,0.0,Galeriden,12900000.0,Flying Spur 6.0
273,Bentley,Continental,GT,2013.0,66200.0,Otomatik,Benzin,Coupe,Siyah,3993.0,507.0,1.0,1.0,Galeriden,8650000.0,Continental GT
274,Bentley,Continental,Flying Spur,2008.0,81272.0,Otomatik,Benzin,Sedan,Siyah,5750.0,563.0,,,Galeriden,4250000.0,Continental Flying Spur
275,Bentley,Continental,GTC,2012.0,45350.0,Otomatik,Benzin,-,Bej,5998.0,560.0,0.0,0.0,Galeriden,11450000.0,Continental GTC
276,Bentley,Continental,GT,2014.0,34075.0,Otomatik,Benzin,Coupe,Siyah,3993.0,507.0,,,Galeriden,13250000.0,Continental GT
277,nan,,,,,,,,,,,,,,,
278,Chery,Alia,1.6 Acteco Lusso,2009.0,162000.0,Düz,Benzin,Sedan,Şampanya,1597.0,112.0,1.0,6.0,Galeriden,220000.0,Alia 1.6 Acteco Lusso
279,Chery,Alia,1.6 Acteco Lusso,2011.0,181000.0,Düz,Benzin,Sedan,Şampanya,1597.0,112.0,0.0,1.0,Galeriden,335000.0,Alia 1.6 Acteco Lusso
280,Bentley,Continental,GT,2020.0,17400.0,Otomatik,Benzin,Coupe,Gri,3750.0,513.0,0.0,0.0,Galeriden,29750000.0,Continental GT
281,Bentley,Continental,GT Supersports,2011.0,59500.0,Otomatik,Benzin,Coupe,Siyah,5750.0,630.0,0.0,0.0,Galeriden,9900000.0,Continental GT Supersports
282,Chery,Alia,1.6 Acteco Lusso,2008.0,198000.0,Düz,LPG & Benzin,Sedan,Siyah,,,,,Sahibinden,300000.0,Alia 1.6 Acteco Lusso
283,Chery,Kimo,1.3 Lusso,2010.0,112000.0,Düz,Benzin,Hatchback/5,Gri,1300.0,88.0,0.0,0.0,Galeriden,312500.0,Kimo 1.3 Lusso
284,Chery,Alia,1.6 Acteco Lusso,2008.0,220000.0,Düz,LPG & Benzin,Sedan,Siyah,1597.0,112.0,,,Galeriden,110000.0,Alia 1.6 Acteco Lusso
285,Chery,Kimo,1.3 Forza,2012.0,90000.0,Otomatik,Benzin,Hatchback/5,Mavi (metalik),1297.0,85.0,,,Sahibinden,389000.0,Kimo 1.3 Forza
286,Chery,Alia,1.6 Acteco Norma,2009.0,138000.0,Düz,Benzin,Sedan,Beyaz,1597.0,112.0,0.0,7.0,Sahibinden,260000.0,Alia 1.6 Acteco Norma
287,Chery,Kimo,1.3 Forza,2010.0,108000.0,Düz,Benzin,Hatchback/5,Bordo,1297.0,85.0,0.0,1.0,Sahibinden,310000.0,Kimo 1.3 Forza
288,Chery,Alia,1.6 Acteco Lusso,2008.0,225000.0,Düz,Benzin,Sedan,Bej,1597.0,112.0,0.0,2.0,Galeriden,375000.0,Alia 1.6 Acteco Lusso
289,Chery,Kimo,1.3 Lusso,2009.0,154000.0,Düz,LPG & Benzin,Hatchback/5,Lacivert,1297.0,85.0,,,Sahibinden,285000.0,Kimo 1.3 Lusso
290,Chery,Alia,1.6L Acteco Forza,2009.0,267000.0,Düz,LPG & Benzin,Sedan,Beyaz,1597.0,112.0,1.0,0.0,Sahibinden,300000.0,Alia 1.6L Acteco Forza
291,Chery,Alia,1.6 Acteco Lusso,2010.0,200000.0,Düz,Benzin,Sedan,Siyah,1597.0,112.0,0.0,0.0,Galeriden,260000.0,Alia 1.6 Acteco Lusso
292,Chery,Kimo,1.3 Lusso,2009.0,170000.0,Düz,Benzin,Hatchback/5,Füme,1297.0,85.0,0.0,0.0,Galeriden,249000.0,Kimo 1.3 Lusso
293,Chery,Kimo,1.3 Forza,2012.0,95000.0,Otomatik,Benzin,Hatchback/5,Mavi (metalik),1297.0,85.0,,,Sahibinden,389000.0,Kimo 1.3 Forza
294,Chery,Alia,1.6 Acteco Norma,2008.0,294000.0,Düz,LPG & Benzin,Sedan,Füme,1597.0,112.0,0.0,0.0,Sahibinden,235000.0,Alia 1.6 Acteco Norma
295,Chery,Alia,1.6 Acteco Norma,2008.0,246000.0,Düz,LPG & Benzin,Sedan,Şampanya,1597.0,112.0,0.0,0.0,Sahibinden,370000.0,Alia 1.6 Acteco Norma
296,Chery,Chance,1.6 Norma,2011.0,110000.0,Düz,LPG & Benzin,Hatchback/5,Siyah,1597.0,121.0,,,Sahibinden,320000.0,Chance 1.6 Norma
297,Chery,Alia,1.6 Acteco Forza,2008.0,78000.0,Düz,LPG & Benzin,Sedan,Gri,1597.0,112.0,1.0,0.0,Sahibinden,325000.0,Alia 1.6 Acteco Forza
298,Chery,Alia,1.6 Acteco Forza,2009.0,138000.0,Düz,LPG & Benzin,Sedan,Siyah,1597.0,112.0,,,Sahibinden,270000.0,Alia 1.6 Acteco Forza
299,Chery,Niche,2.0 Lusso,2012.0,205000.0,Otomatik,Benzin,Sedan,Siyah,1971.0,141.0,0.0,0.0,Galeriden,375000.0,Niche 2.0 Lusso
300,Chery,Niche,2.0 Lusso,2011.0,78000.0,Otomatik,Benzin,Sedan,Gri (Gümüş),1971.0,141.0,1.0,2.0,Sahibinden,535000.0,Niche 2.0 Lusso
301,Chery,Alia,1.6 Acteco Lusso,2011.0,160000.0,Düz,LPG & Benzin,Sedan,Gri,1700.0,113.0,0.0,0.0,Sahibinden,340000.0,Alia 1.6 Acteco Lusso
302,Chery,Kimo,1.3 Lusso,2009.0,171500.0,Düz,LPG & Benzin,Hatchback/5,Kırmızı,1297.0,85.0,0.0,2.0,Sahibinden,260000.0,Kimo 1.3 Lusso
303,Chery,Alia,1.6 Acteco Forza,2008.0,140000.0,Düz,Benzin,Sedan,Yeşil,1597.0,112.0,,,Sahibinden,180000.0,Alia 1.6 Acteco Forza
304,Chery,Kimo,1.3 Lusso,2010.0,165200.0,Düz,Benzin,Hatchback/5,Gri,1297.0,85.0,,,Sahibinden,275000.0,Kimo 1.3 Lusso
305,Chery,Kimo,1.3 Lusso,2011.0,145000.0,Düz,LPG & Benzin,Hatchback/5,Füme,1297.0,85.0,,,Sahibinden,310000.0,Kimo 1.3 Lusso
306,Chery,Kimo,1.3 Forza,2009.0,143389.0,Düz,Benzin,Hatchback/5,Gri,1297.0,85.0,0.0,0.0,Sahibinden,250000.0,Kimo 1.3 Forza
307,Chery,Kimo,1.3 Lusso,2010.0,103000.0,Düz,Benzin,Hatchback/5,Turuncu,1297.0,85.0,2.0,2.0,Sahibinden,260000.0,Kimo 1.3 Lusso
308,Chery,Kimo,1.3 Lusso,2011.0,110000.0,Düz,Benzin,Hatchback/5,Lacivert,1297.0,85.0,0.0,3.0,Sahibinden,325000.0,Kimo 1.3 Lusso
309,Chery,Kimo,1.3 Forza,2010.0,145000.0,Düz,Benzin,Hatchback/5,Lacivert,,,,,Sahibinden,290000.0,Kimo 1.3 Forza
310,Chery,Alia,1.6 Acteco Norma,2008.0,215000.0,Düz,LPG & Benzin,Sedan,Mavi,1597.0,112.0,0.0,6.0,Sahibinden,280000.0,Alia 1.6 Acteco Norma
