marka,model_tam,yil,km,fiyat,renk,sehir,ilce,satici_tipi,seri,trim
Alfa Romeo,Giulietta 1.6 JTD Sprint,2020,109.0,1.249.000 TL,Beyaz,Antalya,Muratpaşa,Galeriden,Giulietta,1.6 JTD Sprint
Alfa Romeo,Giulietta 1.6 JTD Distinctive,2013,192.0,700.000 TL,Kırmızı,Bingöl,Merkez,Sahibinden,Giulietta,1.6 JTD Distinctive
Alfa Romeo,Giulietta 1.4 TB MultiAir Distinctive,2011,215.0,889.000 TL,Lacivert,Denizli,Merkezefendi,Sahibinden,Giulietta,1.4 TB MultiAir Distinctive
Alfa Romeo,Giulietta 1.6 JTD Distinctive,2015,202.61,850.000 TL,Beyaz,Ankara,Çankaya,Sahibinden,Giulietta,1.6 JTD Distinctive
Alfa Romeo,Giulietta 1.6 JTD Distinctive,2014,150.01,690.000 TL,Beyaz,Ankara,Çankaya,Sahibinden,Giulietta,1.6 JTD Distinctive
Alfa Romeo,Giulietta 1.4 TB MultiAir Distinctive,2014,110.0,1.250.000 TL,Kırmızı,İzmir,Bornova,Sahibinden,Giulietta,1.4 TB MultiAir Distinctive
Alfa Romeo,Giulietta 1.4 TB MultiAir Distinctive,2015,218.0,1.249.750 TL,Kırmızı,Mersin,Yenişehir,Galeriden,Giulietta,1.4 TB MultiAir Distinctive
Alfa Romeo,Giulietta 1.6 JTD Distinctive,2012,285.0,645.000 TL,Beyaz,İstanbul,Beylikdüzü,Sahibinden,Giulietta,1.6 JTD Distinctive
Alfa Romeo,Giulia 2.0 T Sprint,2020,46.0,2.750.000 TL,Siyah,İstanbul,Sancaktepe,Galeriden,Giulia,2.0 T Sprint
Alfa Romeo,147 1.6 TS Progression,2004,321.0,229.000 TL,Gri,Ankara,Çankaya,Sahibinden,147,1.6 TS Progression
Alfa Romeo,147 1.6 TS Distinctive,2006,61.75,599.000 TL,Kırmızı,Ankara,Gölbaşı,Sahibinden,147,1.6 TS Distinctive
Alfa Romeo,Giulietta 1.6 JTD Super TCT,2017,160.0,1.300.000 TL,Kırmızı,İstanbul,Bayrampaşa,Sahibinden,Giulietta,1.6 JTD Super TCT
Alfa Romeo,Giulietta 1.6 JTD Distinctive,2013,166.0,790.000 TL,Siyah,Ankara,Çankaya,Sahibinden,Giulietta,1.6 JTD Distinctive
Alfa Romeo,159 1.9 JTD Distinctive Plus,2007,275.8,710.000 TL,Siyah,Kocaeli,Dilovası,Sahibinden,159,1.9 JTD Distinctive Plus
Alfa Romeo,159 1.9 JTD Progression,2006,315.0,629.000 TL,Siyah,Ankara,Yenimahalle,Galeriden,159,1.9 JTD Progression
Alfa Romeo,Giulietta 1.6 JTD Distinctive,2012,305.0,485.000 TL,Beyaz,Antalya,Kepez,Galeriden,Giulietta,1.6 JTD Distinctive
Alfa Romeo,Giulietta 1.6 JTD Distinctive,2015,207.0,760.000 TL,Kırmızı,Ankara,Etimesgut,Galeriden,Giulietta,1.6 JTD Distinctive
Alfa Romeo,Giulietta 1.6 JTD Distinctive,2011,301.0,575.000 TL,Beyaz,Elazığ,Merkez,Galeriden,Giulietta,1.6 JTD Distinctive
Alfa Romeo,Giulietta 1.6 JTD Progression,2017,111.0,1.130.000 TL,Füme,Ankara,Altındağ,Galeriden,Giulietta,1.6 JTD Progression
Alfa Romeo,Giulietta 1.4 TB MultiAir Distinctive,2014,187.0,980.000 TL,Gri,İzmir,Bayraklı,Sahibinden,Giulietta,1.4 TB MultiAir Distinctive
Alfa Romeo,147 1.6 TS Distinctive,2004,340.0,295.000 TL,Mavi,Diyarbakır,Kayapınar,Sahibinden,147,1.6 TS Distinctive
Alfa Romeo,Giulietta 1.6 JTD Distinctive,2012,193.0,779.000 TL,Beyaz,Antalya,Muratpaşa,Sahibinden,Giulietta,1.6 JTD Distinctive
Alfa Romeo,Giulietta 1.4 TB MultiAir Distinctive,2014,154.0,1.025.000 TL,Kırmızı,İstanbul,Sarıyer,Galeriden,Giulietta,1.4 TB MultiAir Distinctive
Alfa Romeo,Giulia 2.0 Competizione,2023,83.5,3.575.000 TL,Siyah,İstanbul,Kağıthane,Galeriden,Giulia,2.0 Competizione
Alfa Romeo,156 1.6 TS Distinctive,2004,193.0,495.000 TL,Füme,Manisa,Soma,Galeriden,156,1.6 TS Distinctive
Alfa Romeo,156 1.6 TS Distinctive,2004,222.0,420.000 TL,Gri,Tekirdağ,Çerkezköy,Sahibinden,156,1.6 TS Distinctive
Alfa Romeo,147 1.6 TS Distinctive,2004,267.0,275.000 TL,Gümüş Gri,Antalya,Kepez,Sahibinden,147,1.6 TS Distinctive
Alfa Romeo,Giulietta 1.4 TB MultiAir Distinctive,2012,226.0,799.999 TL,Beyaz,İstanbul,Maltepe,Sahibinden,Giulietta,1.4 TB MultiAir Distinctive
Alfa Romeo,Giulietta 1.6 JTD Super TCT,2017,120.0,1.180.000 TL,Füme,Bursa,Nilüfer,Sahibinden,Giulietta,1.6 JTD Super TCT
Alfa Romeo,147 1.6 TS Distinctive,2004,270.0,210.000 TL,Mavi,İstanbul,Sancaktepe,Sahibinden,147,1.6 TS Distinctive
Alfa Romeo,159 1.9 JTS Distinctive,2006,370.0,849.000 TL,Gri,Balıkesir,Edremit,Galeriden,159,1.9 JTS Distinctive
Alfa Romeo,147 1.6 TS Progression,2003,298.0,230.000 TL,Gümüş Gri,Adana,Yüreğir,Sahibinden,147,1.6 TS Progression
Alfa Romeo,Giulietta 1.6 JTD Distinctive,2011,295.0,448.000 TL,Beyaz,İzmir,Menderes,Sahibinden,Giulietta,1.6 JTD Distinctive
Alfa Romeo,147 1.6 TS Distinctive,2006,270.0,365.000 TL,Gümüş Gri,Denizli,Pamukkale,Galeriden,147,1.6 TS Distinctive
Alfa Romeo,Giulietta 1.4 TB MultiAir Distinctive,2012,91.636,1.185.000 TL,Beyaz,Aydın,Efeler,Sahibinden,Giulietta,1.4 TB MultiAir Distinctive
Alfa Romeo,Giulietta 1.6 JTD Distinctive,2013,275.0,590.000 TL,Kırmızı,Tekirdağ,Çorlu,Galeriden,Giulietta,1.6 JTD Distinctive
Alfa Romeo,Giulietta 1.6 JTD Progression Plus,2013,240.0,599.999 TL,Kırmızı,İstanbul,Başakşehir,Galeriden,Giulietta,1.6 JTD Progression Plus
Alfa Romeo,Giulietta 1.6 JTD Distinctive,2011,286.0,575.000 TL,Siyah,Kayseri,Kocasinan,Sahibinden,Giulietta,1.6 JTD Distinctive
Alfa Romeo,166 2.0 TS,1999,274.0,374.999 TL,Gri,İzmir,Foça,Sahibinden,166,2.0 TS
Alfa Romeo,Giulietta 1.6 JTD Distinctive,2015,235.0,775.000 TL,Beyaz,Antalya,Kepez,Galeriden,Giulietta,1.6 JTD Distinctive
Alfa Romeo,Giulietta 1.4 TB Progression Plus,2013,100.0,679.750 TL,Beyaz,Adana,Seyhan,Galeriden,Giulietta,1.4 TB Progression Plus
Alfa Romeo,156 1.6 TS Distinctive,2005,173.0,500.000 TL,Gümüş Gri,Kırklareli,Lüleburgaz,Sahibinden,156,1.6 TS Distinctive
Alfa Romeo,Giulietta 1.6 JTD Distinctive,2013,255.0,740.000 TL,Beyaz,Denizli,Pamukkale,Sahibinden,Giulietta,1.6 JTD Distinctive
Alfa Romeo,156 1.6 TS,2001,270.2,220.000 TL,Kırmızı,Konya,Selçuklu,Sahibinden,156,1.6 TS
Alfa Romeo,156 1.6 TS Distinctive,2005,285.0,375.000 TL,Kırmızı,İzmir,Buca,Sahibinden,156,1.6 TS Distinctive
Alfa Romeo,159 1.9 JTD Distinctive Plus,2011,140.0,1.180.000 TL,Beyaz,İstanbul,Kadıköy,Galeriden,159,1.9 JTD Distinctive Plus
Alfa Romeo,147 1.6 TS Distinctive,2005,302.5,350.000 TL,Mavi,Bursa,Osmangazi,Sahibinden,147,1.6 TS Distinctive
Alfa Romeo,156 2.0 TS,1999,346.0,270.000 TL,Kırmızı,Kayseri,Melikgazi,Sahibinden,156,2.0 TS
Alfa Romeo,156 1.6 TS Distinctive,2004,308.0,349.900 TL,Bordo,Ankara,Keçiören,Galeriden,156,1.6 TS Distinctive
Alfa Romeo,156 1.6 TS Distinctive,2003,349.0,249.900 TL,Gri,Adana,Seyhan,Galeriden,156,1.6 TS Distinctive
Alfa Romeo,159 1.9 JTD Distinctive,2008,354.447,549.000 TL,Siyah,İstanbul,Eyüpsultan,Galeriden,159,1.9 JTD Distinctive
Alfa Romeo,147 1.6 TS Distinctive,2003,356.0,255.000 TL,Siyah,İzmir,Ödemiş,Sahibinden,147,1.6 TS Distinctive
Alfa Romeo,Giulietta 1.6 JTD Super TCT,2016,180.739,990.000 TL,Beyaz,Bursa,Nilüfer,Galeriden,Giulietta,1.6 JTD Super TCT
Alfa Romeo,Giulietta 1.6 JTD Giulietta,2020,83.0,1.400.000 TL,Füme,Ankara,Mamak,Sahibinden,Giulietta,1.6 JTD Giulietta
Alfa Romeo,Giulietta 1.6 JTD Distinctive,2014,108.5,750.000 TL,Siyah,Bursa,Osmangazi,Galeriden,Giulietta,1.6 JTD Distinctive
Alfa Romeo,156 1.6 TS Distinctive,2004,286.5,440.000 TL,Gri,Bolu,Merkez,Sahibinden,156,1.6 TS Distinctive
Alfa Romeo,Giulietta 1.6 JTD Distinctive,2015,224.0,915.000 TL,Kırmızı,Sakarya,Serdivan,Sahibinden,Giulietta,1.6 JTD Distinctive
Alfa Romeo,159 1.9 JTD Distinctive Plus,2010,430.0,439.000 TL,Beyaz,İstanbul,Beykoz,Sahibinden,159,1.9 JTD Distinctive Plus
Alfa Romeo,Giulietta 1.4 TB MultiAir Distinctive,2011,159.0,960.000 TL,Beyaz,Nevşehir,Merkez,Sahibinden,Giulietta,1.4 TB MultiAir Distinctive
Alfa Romeo,Giulietta 1.6 JTD Progression Plus,2012,165.0,740.000 TL,Beyaz,Antalya,Muratpaşa,Sahibinden,Giulietta,1.6 JTD Progression Plus
Alfa Romeo,Giulietta 1.6 JTD Distinctive,2012,232.0,647.000 TL,Kırmızı,Kocaeli,Darıca,Sahibinden,Giulietta,1.6 JTD Distinctive
Alfa Romeo,MiTo 1.4 T Distinctive,2009,277.0,485.000 TL,Beyaz,İstanbul,Bahçelievler,Galeriden,MiTo,1.4 T Distinctive
Alfa Romeo,159 1.9 JTD Distinctive Plus,2008,305.0,659.000 TL,Bordo,Konya,Karatay,Sahibinden,159,1.9 JTD Distinctive Plus
Alfa Romeo,Giulietta 1.6 JTD Progression,2018,42.0,1.340.000 TL,Beyaz,İstanbul,Kadıköy,Sahibinden,Giulietta,1.6 JTD Progression
Alfa Romeo,146 1.4 TS Ritmo,1999,380.0,155.000 TL,Siyah,İstanbul,Pendik,Galeriden,146,1.4 TS Ritmo
Alfa Romeo,Giulietta 1.4 TB Distinctive,2011,211.0,795.000 TL,Beyaz,İstanbul,Ataşehir,Galeriden,Giulietta,1.4 TB Distinctive
Alfa Romeo,147 1.6 TS Distinctive,2006,325.0,349.750 TL,Kırmızı,Ankara,Keçiören,Galeriden,147,1.6 TS Distinctive
Alfa Romeo,159 1.9 JTD Distinctive,2006,345.0,475.000 TL,Bordo,Kocaeli,İzmit,Sahibinden,159,1.9 JTD Distinctive
Alfa Romeo,Giulietta 1.4 TB MultiAir Distinctive,2012,240.0,778.000 TL,Siyah,Konya,Karatay,Galeriden,Giulietta,1.4 TB MultiAir Distinctive
Alfa Romeo,Giulietta 1.6 JTD Distinctive,2014,340.0,650.000 TL,Kırmızı,Konya,Karatay,Galeriden,Giulietta,1.6 JTD Distinctive
Alfa Romeo,156 1.6 TS Distinctive,2005,210.0,475.000 TL,Kırmızı,İzmir,Dikili,Sahibinden,156,1.6 TS Distinctive
Alfa Romeo,Giulietta 1.4 TB MultiAir Distinctive,2012,151.0,720.000 TL,Beyaz,İstanbul,Esenyurt,Sahibinden,Giulietta,1.4 TB MultiAir Distinctive
Alfa Romeo,75 2.0 Twin Spark,1988,330.0,890.000 TL,Bej,İzmir,Çiğli,Sahibinden,75,2.0 Twin Spark
Alfa Romeo,Giulietta 1.4 TB MultiAir Distinctive,2012,146.0,900.000 TL,Kırmızı,İzmir,Balçova,Sahibinden,Giulietta,1.4 TB MultiAir Distinctive
Alfa Romeo,Giulietta 1.4 TB MultiAir Distinctive,2013,157.0,765.000 TL,Beyaz,İstanbul,Kağıthane,Sahibinden,Giulietta,1.4 TB MultiAir Distinctive
Alfa Romeo,147 1.6 TS Distinctive,2005,332.0,310.000 TL,Gri,Sakarya,Serdivan,Sahibinden,147,1.6 TS Distinctive
Alfa Romeo,166 2.0 TS,1999,330.0,275.000 TL,Gri,Samsun,Atakum,Sahibinden,166,2.0 TS
Alfa Romeo,159 1.9 JTD Distinctive,2008,441.0,445.000 TL,Siyah,İstanbul,Bayrampaşa,Galeriden,159,1.9 JTD Distinctive
Alfa Romeo,Giulietta 1.4 TB MultiAir Distinctive,2012,194.0,885.000 TL,Beyaz,Antalya,Muratpaşa,Galeriden,Giulietta,1.4 TB MultiAir Distinctive
Alfa Romeo,156 1.6 TS Distinctive,2005,306.0,260.000 TL,Siyah,Tekirdağ,Marmaraereğlisi,Sahibinden,156,1.6 TS Distinctive
Alfa Romeo,156 1.6 TS Distinctive,2005,351.0,257.500 TL,Siyah,Gaziantep,Şahinbey,Galeriden,156,1.6 TS Distinctive
Alfa Romeo,Giulietta 1.4 TB Progression Plus,2011,207.0,710.000 TL,Beyaz,İzmir,Buca,Galeriden,Giulietta,1.4 TB Progression Plus
Alfa Romeo,156 2.0 TS Executive,1999,260.0,239.000 TL,Gümüş Gri,İstanbul,Pendik,Sahibinden,156,2.0 TS Executive
Alfa Romeo,Giulietta 1.6 JTD Super TCT,2018,126.0,1.099.500 TL,Mavi,İstanbul,Esenyurt,Galeriden,Giulietta,1.6 JTD Super TCT
Alfa Romeo,Giulietta 1.4 TB MultiAir Progression Pluse,2012,191.0,799.850 TL,Beyaz,İstanbul,Pendik,Sahibinden,Giulietta,1.4 TB MultiAir Progression Pluse
Alfa Romeo,155 2.0 Q4,1994,280.0,210.000 TL,Lacivert,Bilecik,Merkez,Sahibinden,155,2.0 Q4
Alfa Romeo,Giulietta 1.6 JTD Distinctive,2013,225.0,660.000 TL,Beyaz,İstanbul,Silivri,Sahibinden,Giulietta,1.6 JTD Distinctive
Alfa Romeo,147 1.6 TS Distinctive,2005,208.0,499.000 TL,Şampanya,İstanbul,Pendik,Sahibinden,147,1.6 TS Distinctive
Alfa Romeo,GT 2.0 JTS Dis.Selespeed,2008,249.0,490.000 TL,Siyah,İstanbul,Ataşehir,Sahibinden,GT,2.0 JTS Dis.Selespeed
Alfa Romeo,Giulietta 1.4 TB MultiAir Distinctive,2013,210.0,850.000 TL,Füme,Denizli,Merkezefendi,Galeriden,Giulietta,1.4 TB MultiAir Distinctive
Alfa Romeo,146 1.4 TS,1998,235.0,177.000 TL,Beyaz,İstanbul,Sancaktepe,Sahibinden,146,1.4 TS
Alfa Romeo,Giulietta 1.6 JTD Progression Plus,2014,163.0,900.000 TL,Kırmızı,Ankara,Altındağ,Sahibinden,Giulietta,1.6 JTD Progression Plus
Alfa Romeo,Giulietta 1.6 JTD Distinctive,2015,186.0,940.000 TL,Kırmızı,Edirne,Keşan,Sahibinden,Giulietta,1.6 JTD Distinctive
Alfa Romeo,Giulia 2.0 T Veloce,2020,103.0,3.375.000 TL,Mavi,İstanbul,Beşiktaş,Sahibinden,Giulia,2.0 T Veloce
Alfa Romeo,Giulietta 1.6 JTD Progression,2017,179.955,990.000 TL,Gri,İstanbul,Pendik,Sahibinden,Giulietta,1.6 JTD Progression
Alfa Romeo,MiTo 1.3 JTD City,2012,128.8,695.000 TL,Bordo,İstanbul,Maltepe,Sahibinden,MiTo,1.3 JTD City
Alfa Romeo,Giulietta 1.6 JTD Super TCT,2017,166.0,1.265.000 TL,Kırmızı,Sivas,Merkez,Galeriden,Giulietta,1.6 JTD Super TCT
Alfa Romeo,MiTo 1.4 T MultiAir Distinctive,2011,150.0,799.850 TL,Siyah,İstanbul,Maltepe,Galeriden,MiTo,1.4 T MultiAir Distinctive
Alfa Romeo,156 1.6 TS Distinctive,2006,253.0,315.000 TL,Gri,Balıkesir,Karesi,Sahibinden,156,1.6 TS Distinctive
Alfa Romeo,156 1.6 TS Distinctive,2006,235.0,330.000 TL,Siyah,Antalya,Muratpaşa,Galeriden,156,1.6 TS Distinctive
Alfa Romeo,156 1.6 TS Distinctive,2005,287.0,399.750 TL,Gümüş Gri,Ankara,Keçiören,Galeriden,156,1.6 TS Distinctive
Alfa Romeo,147 1.6 TS Progression,2008,150.0,490.000 TL,Bordo,Ankara,Çankaya,Sahibinden,147,1.6 TS Progression
Alfa Romeo,156 1.6 TS Distinctive,2004,272.0,275.000 TL,Füme,Balıkesir,Karesi,Galeriden,156,1.6 TS Distinctive
Alfa Romeo,Giulietta 1.4 TB MultiAir Distinctive,2015,100.0,1.189.000 TL,Beyaz,Bursa,Nilüfer,Galeriden,Giulietta,1.4 TB MultiAir Distinctive
Alfa Romeo,159 1.9 JTD Distinctive,2006,331.0,520.000 TL,Kırmızı,İstanbul,Kadıköy,Sahibinden,159,1.9 JTD Distinctive
Alfa Romeo,Giulietta 1.4 TB Distinctive,2011,370.0,495.000 TL,Siyah,İstanbul,Beyoğlu,Sahibinden,Giulietta,1.4 TB Distinctive
Alfa Romeo,156 1.6 TS Progression,2006,280.0,265.000 TL,Siyah,Sivas,Merkez,Sahibinden,156,1.6 TS Progression
Alfa Romeo,159 1.9 JTD Distinctive Plus,2011,322.0,750.000 TL,Siyah,Ankara,Keçiören,Sahibinden,159,1.9 JTD Distinctive Plus
Alfa Romeo,Giulietta 1.6 JTD Distinctive,2015,193.0,865.000 TL,Kırmızı,İstanbul,Üsküdar,Galeriden,Giulietta,1.6 JTD Distinctive
Alfa Romeo,146 1.4 TS Ritmo,1999,272.0,100.000 TL,Siyah,İstanbul,Esenyurt,Sahibinden,146,1.4 TS Ritmo
Alfa Romeo,Giulietta 1.4 TB MultiAir Distinctive,2014,100.0,795.000 TL,Beyaz,İstanbul,Pendik,Galeriden,Giulietta,1.4 TB MultiAir Distinctive
Alfa Romeo,Giulietta 1.6 JTD Super TCT,2017,145.0,963.000 TL,Gri,Şanlıurfa,Eyyübiye,Galeriden,Giulietta,1.6 JTD Super TCT
Alfa Romeo,Giulietta 1.6 JTD Progression Plus,2012,270.0,499.000 TL,Bordo,Kayseri,Kocasinan,Galeriden,Giulietta,1.6 JTD Progression Plus
Alfa Romeo,MiTo 1.4 T Progression,2010,215.0,550.000 TL,Beyaz,İstanbul,Başakşehir,Galeriden,MiTo,1.4 T Progression
Alfa Romeo,147 1.6 TS Distinctive,2005,240.0,389.750 TL,Gri,Ankara,Keçiören,Galeriden,147,1.6 TS Distinctive
Alfa Romeo,Giulietta 1.4 TB MultiAir Distinctive,2012,249.0,900.000 TL,Beyaz,Kastamonu,Merkez,Sahibinden,Giulietta,1.4 TB MultiAir Distinctive
Alfa Romeo,147 1.6 TS Progression,2004,218.0,290.000 TL,Siyah,İzmir,Buca,Sahibinden,147,1.6 TS Progression
Alfa Romeo,147 1.6 TS Distinctive,2003,250.0,400.000 TL,Mavi,Balıkesir,Altıeylül,Sahibinden,147,1.6 TS Distinctive
Alfa Romeo,156 1.6 TS Distinctive,2004,295.0,280.000 TL,Mavi,İstanbul,Silivri,Sahibinden,156,1.6 TS Distinctive
Alfa Romeo,Giulietta 1.4 TB MultiAir Progression Pluse,2012,191.0,925.000 TL,Beyaz,Ankara,Yenimahalle,Sahibinden,Giulietta,1.4 TB MultiAir Progression Pluse
Alfa Romeo,156 1.6 TS Distinctive,2005,365.0,350.000 TL,Siyah,Kocaeli,Kartepe,Sahibinden,156,1.6 TS Distinctive
Alfa Romeo,Giulietta 1.4 TB MultiAir Distinctive,2012,186.0,880.000 TL,Kırmızı,İstanbul,Esenyurt,Galeriden,Giulietta,1.4 TB MultiAir Distinctive
Alfa Romeo,147 1.6 TS Distinctive,2006,313.0,339.900 TL,Siyah,Ankara,Keçiören,Galeriden,147,1.6 TS Distinctive
Alfa Romeo,Giulia 2.0 T Sprint,2020,137.0,2.549.000 TL,Beyaz,Konya,Karatay,Sahibinden,Giulia,2.0 T Sprint
Alfa Romeo,Giulietta 1.6 JTD Distinctive,2011,240.0,603.999 TL,Kırmızı,Elazığ,Merkez,Sahibinden,Giulietta,1.6 JTD Distinctive
Alfa Romeo,159 1.9 JTD Distinctive,2007,139.0,999.000 TL,Siyah,Afyonkarahisar,Merkez,Sahibinden,159,1.9 JTD Distinctive
Alfa Romeo,147 1.6 TS Progression,2008,138.25,429.999 TL,Siyah,Balıkesir,Altıeylül,Sahibinden,147,1.6 TS Progression
Alfa Romeo,Giulietta 1.6 JTD Progression Plus,2011,189.0,700.000 TL,Beyaz,İstanbul,Tuzla,Sahibinden,Giulietta,1.6 JTD Progression Plus
Alfa Romeo,Giulietta 1.6 JTD Giulietta,2020,168.0,1.250.000 TL,Mavi,Antalya,Muratpaşa,Sahibinden,Giulietta,1.6 JTD Giulietta
Alfa Romeo,Giulietta 1.6 JTD Distinctive,2014,176.0,910.000 TL,Beyaz,İzmir,Buca,Sahibinden,Giulietta,1.6 JTD Distinctive
Alfa Romeo,159 1.9 JTD Distinctive Plus,2011,141.0,890.000 TL,Beyaz,İstanbul,Esenler,Galeriden,159,1.9 JTD Distinctive Plus
Alfa Romeo,MiTo 1.4 T MultiAir Distinctive,2011,122.0,710.000 TL,Kırmızı,Kastamonu,Merkez,Sahibinden,MiTo,1.4 T MultiAir Distinctive
Alfa Romeo,Giulietta 1.6 JTD Distinctive,2013,232.0,648.000 TL,Kırmızı,İzmir,Kemalpaşa,Sahibinden,Giulietta,1.6 JTD Distinctive
Alfa Romeo,Giulietta 1.4 TB MultiAir Distinctive,2012,160.0,785.000 TL,Siyah,İstanbul,Ataşehir,Galeriden,Giulietta,1.4 TB MultiAir Distinctive
Alfa Romeo,156 1.6 TS Distinctive,2004,385.0,390.000 TL,Yeşil,İzmir,Gaziemir,Sahibinden,156,1.6 TS Distinctive
Alfa Romeo,Giulietta 1.6 JTD Progression,2017,188.0,999.999 TL,Gri,İstanbul,Esenyurt,Sahibinden,Giulietta,1.6 JTD Progression
Alfa Romeo,Giulietta 1.6 JTD Distinctive,2014,288.0,700.000 TL,Kırmızı,İstanbul,Çekmeköy,Sahibinden,Giulietta,1.6 JTD Distinctive
Alfa Romeo,Giulietta 1.4 TB Progression Plus,2011,154.0,785.000 TL,Beyaz,Antalya,Muratpaşa,Galeriden,Giulietta,1.4 TB Progression Plus
Alfa Romeo,Giulietta 1.6 JTD Distinctive,2014,245.0,850.000 TL,Beyaz,Isparta,Merkez,Sahibinden,Giulietta,1.6 JTD Distinctive
Alfa Romeo,Giulietta 1.6 JTD Distinctive,2013,113.0,694.000 TL,Kırmızı,İstanbul,Üsküdar,Galeriden,Giulietta,1.6 JTD Distinctive
Alfa Romeo,146 1.6 L,1996,336.0,110.000 TL,Bej,İstanbul,Kadıköy,Galeriden,146,1.6 L
Alfa Romeo,156 2.0 TS Distinctive,2002,265.0,475.000 TL,Gümüş Gri,İstanbul,Pendik,Sahibinden,156,2.0 TS Distinctive
Alfa Romeo,Giulietta 1.4 TB MultiAir Distinctive,2012,172.0,785.000 TL,Beyaz,İstanbul,Büyükçekmece,Galeriden,Giulietta,1.4 TB MultiAir Distinctive
Alfa Romeo,Giulietta 1.6 JTD Progression,2018,142.0,1.060.000 TL,Beyaz,Eskişehir,Odunpazarı,Galeriden,Giulietta,1.6 JTD Progression
Alfa Romeo,156 1.6 TS Distinctive,2004,398.0,360.000 TL,Siyah,Muğla,Milas,Sahibinden,156,1.6 TS Distinctive
Alfa Romeo,156 1.6 TS Distinctive,2004,325.0,340.000 TL,Bej,İzmir,Bornova,Sahibinden,156,1.6 TS Distinctive
Alfa Romeo,Giulietta 1.6 JTD Distinctive,2012,214.5,830.000 TL,Beyaz,İstanbul,Ataşehir,Sahibinden,Giulietta,1.6 JTD Distinctive
Alfa Romeo,Giulietta 1.6 JTD Distinctive,2011,143.1,879.000 TL,Beyaz,İstanbul,Fatih,Sahibinden,Giulietta,1.6 JTD Distinctive
Alfa Romeo,159 1.9 JTD Distinctive,2007,275.0,600.000 TL,Gri,İstanbul,Kadıköy,Galeriden,159,1.9 JTD Distinctive
Alfa Romeo,147 1.6 TS Distinctive,2005,308.0,355.000 TL,Siyah,Ordu,Fatsa,Galeriden,147,1.6 TS Distinctive
Alfa Romeo,156 1.6 TS Distinctive,2004,201.0,480.000 TL,Gri,Ankara,Keçiören,Sahibinden,156,1.6 TS Distinctive
Alfa Romeo,MiTo 1.4 T Distinctive,2009,255.0,525.000 TL,Siyah,İstanbul,Bağcılar,Galeriden,MiTo,1.4 T Distinctive
Alfa Romeo,156 1.6 TS Distinctive,2004,258.4,330.000 TL,Füme,Antalya,Serik,Sahibinden,156,1.6 TS Distinctive
Alfa Romeo,147 1.6 TS Progression,2005,275.0,260.000 TL,Beyaz,İzmir,Dikili,Sahibinden,147,1.6 TS Progression
Alfa Romeo,147 1.6 TS Progression,2004,277.0,289.000 TL,Füme,Ankara,Altındağ,Galeriden,147,1.6 TS Progression
Alfa Romeo,166 2.0 TB,1999,304.0,465.000 TL,Gümüş Gri,İstanbul,Kadıköy,Galeriden,166,2.0 TB
Alfa Romeo,Giulietta 1.6 JTD Super TCT,2016,129.0,1.185.000 TL,Mavi,Ankara,Çankaya,Galeriden,Giulietta,1.6 JTD Super TCT
Alfa Romeo,156 1.6 TS Distinctive,2005,260.0,370.000 TL,Bordo,Yalova,Merkez,Galeriden,156,1.6 TS Distinctive
Alfa Romeo,Giulietta 1.4 TB MultiAir Super TCT,2016,196.0,1.050.000 TL,Beyaz,İstanbul,Bağcılar,Sahibinden,Giulietta,1.4 TB MultiAir Super TCT
Alfa Romeo,156 1.6 TS Distinctive,2006,240.0,325.000 TL,Gri,Adana,Seyhan,Galeriden,156,1.6 TS Distinctive
Alfa Romeo,147 1.6 TS Distinctive,2006,287.3,443.000 TL,Gri,Ankara,Çankaya,Sahibinden,147,1.6 TS Distinctive
Alfa Romeo,MiTo 1.4 T MultiAir Quadrifoglio Verde,2010,205.0,695.000 TL,Kırmızı,Kocaeli,Başiskele,Galeriden,MiTo,1.4 T MultiAir Quadrifoglio Verde
Alfa Romeo,Giulietta 1.6 JTD Progression,2017,167.0,1.099.000 TL,Gri,Bartın,Merkez,Sahibinden,Giulietta,1.6 JTD Progression
Alfa Romeo,Giulietta 1.6 JTD Progression Plus,2014,222.0,775.000 TL,Beyaz,Ankara,Çankaya,Sahibinden,Giulietta,1.6 JTD Progression Plus
Alfa Romeo,Giulietta 1.6 JTD Distinctive,2014,240.0,675.000 TL,Kırmızı,İstanbul,Sultanbeyli,Galeriden,Giulietta,1.6 JTD Distinctive
Alfa Romeo,156 1.6 TS,2001,292.0,250.000 TL,Siyah,Sivas,Merkez,Sahibinden,156,1.6 TS
Alfa Romeo,156 1.6 TS Distinctive,2005,260.0,694.000 TL,Bordo,İzmir,Dikili,Sahibinden,156,1.6 TS Distinctive
Alfa Romeo,Giulietta 1.6 JTD Distinctive,2013,288.0,500.000 TL,Kırmızı,Sakarya,Erenler,Sahibinden,Giulietta,1.6 JTD Distinctive
Alfa Romeo,Giulietta 1.6 JTD Distinctive,2011,281.6,780.000 TL,Beyaz,Ankara,Akyurt,Sahibinden,Giulietta,1.6 JTD Distinctive
Alfa Romeo,147 1.6 TS Distinctive,2004,198.0,265.000 TL,Siyah,Ankara,Gölbaşı,Sahibinden,147,1.6 TS Distinctive
Alfa Romeo,156 1.6 TS Distinctive,2004,274.0,329.000 TL,Gri,Kayseri,Melikgazi,Sahibinden,156,1.6 TS Distinctive
