konum,fiyat,marka,seri,trim,yil,kilometre,vites_tipi,yakit_tipi,kasa_tipi,motor_hacmi,motor_gucu,cekis,ortalama_yakit_tuketimi,yakit_deposu,tramer,degisen,boyali,model_tam
 Adana,535750.0,Skoda,Fabia,1.6 TDI Ambiente,2011,189200.0,Düz,Dizel,Hatchback/5,1598.0,90.0,Önden Çekiş,4.2,45.0,0.0,0,0,Fabia 1.6 TDI Ambiente
 Adana,1110000.0,Renault,Megane,1.3 TCe Joy Comfort,2022,107000.0,Otomatik,Benzin,Sedan,1201.0,126.0,Önden Çekiş,5.3,50.0,0.0,0,3,Megane 1.3 TCe Joy Comfort
 Adana,989950.0,Renault,Clio,1.0 TCe Joy,2022,122500.0,Otomatik,Benzin,Hatchback/5,1200.0,76.0,Önden Çekiş,4.3,42.0,0.0,0,0,Clio 1.0 TCe Joy
 Adana,1400000.0,Kia,Cerato,1.6 MPI Elegance,2024,20000.0,Otomatik,Benzin,Sedan,1401.0,126.0,Önden Çekiş,7.3,50.0,0.0,0,0,Cerato 1.6 MPI Elegance
 Adana,360000.0,Ford,Focus,1.6 Comfort,2002,365000.0,Düz,Benzin,Station wagon,1596.0,100.0,Önden Çekiş,6.8,55.0,0.0,0,0,Focus 1.6 Comfort
 Adana,875000.0,Volkswagen,Jetta,1.6 TDi Comfortline,2015,228000.0,Otomatik,Dizel,Sedan,1401.0,101.0,Önden Çekiş,4.5,55.0,0.0,0,0,Jetta 1.6 TDi Comfortline
 Adana,1250000.0,Renault,Talisman,1.6 dCi Touch,2018,226000.0,Otomatik,Dizel,Sedan,1401.0,126.0,Önden Çekiş,3.9,52.0,0.0,0,0,Talisman 1.6 dCi Touch
 Adana,870000.0,Opel,Corsa,1.4 Enjoy,2017,86000.0,Otomatik,Benzin,Hatchback/5,1201.0,76.0,Önden Çekiş,6.0,45.0,0.0,0,3,Corsa 1.4 Enjoy
 Adana,790000.0,Opel,Astra,1.4 T Enjoy Active,2014,119000.0,Düz,Benzin,Hatchback/5,1201.0,126.0,Önden Çekiş,5.9,56.0,2.0,0,0,Astra 1.4 T Enjoy Active
 Adana,965000.0,Ford,Fiesta,1.6 Titanium,2017,104000.0,Otomatik,Benzin,Hatchback/5,1401.0,101.0,Önden Çekiş,5.9,42.0,0.0,0,0,Fiesta 1.6 Titanium
 Adana,1090000.0,Volkswagen,Polo,1.0 TSi Comfortline,2020,71000.0,Otomatik,Benzin,Hatchback/5,1200.0,76.0,Önden Çekiş,4.6,40.0,0.0,0,0,Polo 1.0 TSi Comfortline
 Adana,1317000.0,Skoda,Octavia,1.6 TDI Optimal,2018,115000.0,Otomatik,Dizel,Hatchback/5,1401.0,101.0,Önden Çekiş,3.8,50.0,5300.0,0,1,Octavia 1.6 TDI Optimal
 Adana,825000.0,Volkswagen,VW CC,2.0 TDi 2.0 TDI,2012,316000.0,Otomatik,Dizel,Coupe,1801.0,151.0,Önden Çekiş,6.1,70.0,0.0,0,0,VW CC 2.0 TDi 2.0 TDI
 Adana,690000.0,Volkswagen,Jetta,1.6 TDi Comfortline,2011,275000.0,Otomatik,Dizel,Sedan,1401.0,101.0,Önden Çekiş,4.5,55.0,0.0,1,0,Jetta 1.6 TDi Comfortline
 Adana,585000.0,Toyota,Corolla,1.4 D-4D Comfort,2009,249000.0,Otomatik,Dizel,Sedan,1201.0,76.0,Önden Çekiş,4.9,55.0,0.0,2,3,Corolla 1.4 D-4D Comfort
 Adana,890000.0,Audi,A4,A4 Sedan 45 TFSI Quattro S Line,2010,220000.0,Otomatik,Benzin,Sedan,1801.0,201.0,4WD (Sürekli),6.8,58.0,0.0,0,0,A4 A4 Sedan 45 TFSI Quattro S Line
 Adana,335000.0,Renault,Megane,1.4 Authentique,2006,173000.0,Düz,Benzin,Hatchback/5,1201.0,76.0,Önden Çekiş,6.7,60.0,0.0,1,8,Megane 1.4 Authentique
 Adana,300000.0,Chevrolet,Kalos,1.4 SX,2005,147000.0,Düz,Benzin,Sedan,1201.0,76.0,Önden Çekiş,7.0,45.0,0.0,0,10,Kalos 1.4 SX
 Adana,470000.0,Kia,Picanto,1.1 EX,2006,184000.0,Otomatik,Benzin,Hatchback/5,1200.0,51.0,Önden Çekiş,4.9,35.0,0.0,0,2,Picanto 1.1 EX
 Adana,1875000.0,Volkswagen,Passat,1.6 TDi BlueMotion Impression,2020,30000.0,Otomatik,Dizel,Sedan,1401.0,,-,4.0,59.0,0.0,0,0,Passat 1.6 TDi BlueMotion Impression
 Adana,1840000.0,Mercedes-Benz,C,C 200 D Comfort,2017,151000.0,Otomatik,Dizel,Sedan,1598.0,136.0,Arkadan İtiş,4.2,41.0,0.0,0,0,C C 200 D Comfort
 Adana,265000.0,Fiat,Brava,1.6 SX,2001,282000.0,Düz,LPG & Benzin,Hatchback/5,1581.0,103.0,Önden Çekiş,7.8,50.0,345.0,0,0,Brava 1.6 SX
 Adana,280000.0,Renault,Clio,1.4 RXT,2001,345000.0,Düz,LPG & Benzin,Hatchback/5,1390.0,98.0,Önden Çekiş,6.7,50.0,0.0,1,2,Clio 1.4 RXT
 Adana,650000.0,Renault,Fluence,1.5 dCi Touch,2014,267000.0,Düz,Dizel,Sedan,1461.0,90.0,Önden Çekiş,4.5,60.0,0.0,0,0,Fluence 1.5 dCi Touch
 Adana,1040000.0,Volkswagen,Golf,1.6 TDi BlueMotion Highline,2015,226000.0,Yarı Otomatik,Dizel,Hatchback/5,1598.0,110.0,Önden Çekiş,3.9,50.0,0.0,0,0,Golf 1.6 TDi BlueMotion Highline
 Adana,355000.0,Toyota,Corolla,1.6 Sol VVT-i,2004,282000.0,Düz,LPG & Benzin,Hatchback/5,1598.0,110.0,Önden Çekiş,7.0,55.0,0.0,0,0,Corolla 1.6 Sol VVT-i
 Adana,197000.0,Nissan,Almera,1.5 Comfort,2001,365000.0,Düz,LPG & Benzin,Hatchback/5,1497.0,90.0,Önden Çekiş,6.6,60.0,0.0,0,0,Almera 1.5 Comfort
 Adana,680000.0,Hyundai,Accent Era,1.4 Team,2011,197375.0,Düz,LPG & Benzin,Sedan,1399.0,97.0,Önden Çekiş,6.5,45.0,0.0,0,0,Accent Era 1.4 Team
 Adana,1820000.0,BMW,2 Serisi,216d Gran Coupe First Edition M Sport,2020,100000.0,Otomatik,Dizel,Coupe,1496.0,116.0,Önden Çekiş,4.5,42.0,0.0,0,0,2 Serisi 216d Gran Coupe First Edition M Sport
 Adana,2000000.0,Audi,A6,A6 Sedan 3.0 TDI Quattro,2015,305000.0,Yarı Otomatik,Dizel,Sedan,2967.0,272.0,4WD (Sürekli),5.1,75.0,0.0,0,0,A6 A6 Sedan 3.0 TDI Quattro
 Adana,615000.0,Opel,Astra,1.6 Essentia,2012,130500.0,Düz,LPG & Benzin,Hatchback/5,1598.0,115.0,Önden Çekiş,6.5,52.0,0.0,0,2,Astra 1.6 Essentia
 Adana,375000.0,Skoda,Fabia,1.4 Choice,2005,274000.0,Düz,LPG & Benzin,Hatchback/5,1390.0,100.0,Önden Çekiş,6.9,45.0,0.0,0,0,Fabia 1.4 Choice
 Adana,365000.0,Honda,Civic,1.6 i ES,1999,371000.0,Otomatik,Benzin,Sedan,1590.0,125.0,Önden Çekiş,9.0,55.0,0.0,1,0,Civic 1.6 i ES
 Adana,780000.0,Renault,Clio,1.5 dCi Joy,2015,95000.0,Düz,Dizel,Hatchback/5,1461.0,75.0,Önden Çekiş,3.6,45.0,0.0,0,0,Clio 1.5 dCi Joy
 Adana,850000.0,Honda,Civic,1.6 i-VTEC Elegance,2010,259000.0,Otomatik,LPG & Benzin,Sedan,1595.0,125.0,Önden Çekiş,7.1,50.0,0.0,0,1,Civic 1.6 i-VTEC Elegance
 Adana,725000.0,Renault,Clio,1.2 Joy,2015,46000.0,Düz,Benzin,Hatchback/5,1149.0,75.0,Önden Çekiş,5.5,45.0,0.0,0,0,Clio 1.2 Joy
 Adana,735000.0,Renault,Clio,0.9 TCe Joy,2020,66000.0,Düz,Benzin,Hatchback/5,898.0,90.0,Önden Çekiş,5.0,45.0,0.0,0,0,Clio 0.9 TCe Joy
 Adana,920000.0,Ford,Focus,1.6 Ti-VCT Style,2015,110000.0,Düz,LPG & Benzin,Hatchback/5,1596.0,125.0,Önden Çekiş,5.9,55.0,0.0,0,0,Focus 1.6 Ti-VCT Style
 Adana,680000.0,Opel,Insignia,1.4 T Edition Elegance,2012,226000.0,Düz,Benzin,Sedan,1364.0,140.0,Önden Çekiş,5.6,70.0,0.0,1,2,Insignia 1.4 T Edition Elegance
 Adana,1395000.0,Toyota,Corolla,1.5 Dream,2022,22500.0,Otomatik,Benzin,Sedan,1490.0,125.0,Önden Çekiş,5.8,50.0,0.0,0,1,Corolla 1.5 Dream
 Adana,730000.0,Ford,Fiesta,1.5 TDCi Trend X,2016,142000.0,Düz,Dizel,Hatchback/5,1498.0,75.0,Önden Çekiş,3.7,42.0,0.0,0,1,Fiesta 1.5 TDCi Trend X
 Adana,450000.0,Hyundai,Accent Era,1.4 Start,2012,218000.0,Düz,LPG & Benzin,Sedan,1399.0,97.0,Önden Çekiş,6.5,45.0,0.0,3,6,Accent Era 1.4 Start
 Adana,650000.0,Ford,Focus,1.6 TDCi Titanium,2011,226000.0,Düz,Dizel,Hatchback/5,1560.0,115.0,Önden Çekiş,4.2,53.0,0.0,1,5,Focus 1.6 TDCi Titanium
 Adana,950000.0,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2013,206000.0,Yarı Otomatik,Dizel,Sedan,1598.0,105.0,Önden Çekiş,4.7,70.0,0.0,0,7,Passat 1.6 TDi BlueMotion Comfortline
 Adana,975000.0,Opel,Corsa,1.2 Elegance,2022,47000.0,Düz,Benzin,Hatchback/5,1199.0,75.0,Önden Çekiş,4.1,40.0,0.0,0,0,Corsa 1.2 Elegance
 Adana,1099000.0,Hyundai,i20,1.4 MPI Jump,2022,72500.0,Otomatik,Benzin,Hatchback/5,1201.0,76.0,Önden Çekiş,6.2,50.0,0.0,0,0,i20 1.4 MPI Jump
 Adana,485000.0,Ford,Focus,1.6 Collection,2004,243000.0,Düz,LPG & Benzin,Hatchback/5,1596.0,100.0,Önden Çekiş,6.8,55.0,0.0,0,5,Focus 1.6 Collection
 Adana,550000.0,Volkswagen,Polo,1.4 Comfortline,2013,254800.0,Düz,LPG & Benzin,Hatchback/5,1390.0,85.0,Önden Çekiş,5.9,45.0,0.0,0,6,Polo 1.4 Comfortline
 Adana,600000.0,Renault,Fluence,1.5 dCi Icon,2013,422000.0,Otomatik,Dizel,Sedan,1401.0,101.0,Önden Çekiş,4.4,60.0,0.0,0,0,Fluence 1.5 dCi Icon
 Adana,1285000.0,Renault,Megane,1.5 dCi Icon,2018,203000.0,Otomatik,Dizel,Sedan,1401.0,101.0,Önden Çekiş,3.8,49.0,0.0,0,0,Megane 1.5 dCi Icon
 Adana,1150000.0,Opel,Astra,1.6 CDTI Dynamic,2016,128650.0,Otomatik,Dizel,Hatchback/5,1598.0,136.0,Önden Çekiş,4.6,52.0,0.0,0,0,Astra 1.6 CDTI Dynamic
 Adana,285000.0,Renault,Clio,1.4 RNA,2001,243000.0,Düz,LPG & Benzin,Sedan,1390.0,75.0,Önden Çekiş,7.1,50.0,0.0,0,0,Clio 1.4 RNA
 Adana,599750.0,Hyundai,i20,1.4 CRDi Jump,2015,237000.0,Düz,Dizel,Hatchback/5,1396.0,90.0,Önden Çekiş,3.9,45.0,0.0,0,4,i20 1.4 CRDi Jump
 Adana,300000.0,Tofas,Doğan,1.6 ie,2001,110000.0,Düz,LPG & Benzin,Sedan,1581.0,96.0,Arkadan İtiş,6.6,45.0,0.0,0,4,Doğan 1.6 ie
 Adana,1020000.0,Ford,Focus,1.5 TDCi Trend X,2015,176000.0,Yarı Otomatik,Dizel,Sedan,1499.0,120.0,Önden Çekiş,4.2,55.0,0.0,0,0,Focus 1.5 TDCi Trend X
 Adana,1225000.0,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2015,270000.0,Otomatik,Dizel,Sedan,1401.0,101.0,Önden Çekiş,4.7,70.0,0.0,3,1,Passat 1.6 TDi BlueMotion Comfortline
 Adana,930000.0,Volkswagen,Passat,1.4 TSi BlueMotion Comfortline,2013,195000.0,Düz,Benzin,Sedan,1201.0,101.0,Önden Çekiş,5.0,66.0,26052021.0,0,1,Passat 1.4 TSi BlueMotion Comfortline
 Adana,425000.0,Volkswagen,Bora,1.6 Comfortline,2001,258000.0,Düz,Benzin,Sedan,1595.0,105.0,Önden Çekiş,6.9,55.0,0.0,0,2,Bora 1.6 Comfortline
 Adana,327500.0,Volkswagen,Polo,1.4 Trendline,2005,302000.0,Düz,Benzin,Hatchback/5,1201.0,51.0,Önden Çekiş,5.9,45.0,0.0,0,5,Polo 1.4 Trendline
 Adana,649000.0,Volkswagen,Jetta,1.6 TDi Comfortline,2013,305000.0,Otomatik,Dizel,Sedan,1401.0,101.0,Önden Çekiş,4.5,55.0,0.0,2,6,Jetta 1.6 TDi Comfortline
 Adana,1245000.0,Skoda,Scala,1.6 TDI Premium,2020,130000.0,Otomatik,Dizel,Hatchback/5,1401.0,101.0,Önden Çekiş,4.1,50.0,0.0,0,0,Scala 1.6 TDI Premium
 Adana,2688000.0,Volkswagen,Passat,1.5 TSi Elegance,2021,61000.0,Otomatik,Benzin,Sedan,1401.0,126.0,Önden Çekiş,5.3,66.0,0.0,0,0,Passat 1.5 TSi Elegance
 Adana,1755000.0,Volkswagen,Passat,1.5 TSi Business,2019,117000.0,Otomatik,Benzin,Sedan,1401.0,126.0,Önden Çekiş,5.3,66.0,0.0,0,1,Passat 1.5 TSi Business
 Adana,1330000.0,Volkswagen,Golf,1.0 eTSI Life,2022,160000.0,Otomatik,Benzin,Hatchback/5,1200.0,101.0,Önden Çekiş,4.0,50.0,8.0,0,1,Golf 1.0 eTSI Life
 Adana,925000.0,Renault,Megane,1.5 dCi Touch,2018,202000.0,Otomatik,Dizel,Sedan,1401.0,101.0,Önden Çekiş,4.2,49.0,60000.0,0,0,Megane 1.5 dCi Touch
 Adana,765850.0,Renault,Fluence,1.5 dCi Touch,2015,176550.0,Otomatik,Dizel,Sedan,1401.0,101.0,Önden Çekiş,4.5,60.0,0.0,0,0,Fluence 1.5 dCi Touch
 Adana,250000.0,Tofas,Doğan,S,1995,150000.0,Düz,LPG & Benzin,Sedan,1581.0,83.0,Arkadan İtiş,6.5,50.0,0.0,0,0,Doğan S
 Adana,169900.0,Tata,Indigo,1.4 TDI Comfort,2007,160000.0,Düz,Dizel,Sedan,1405.0,70.0,Önden Çekiş,9.1,42.0,0.0,0,0,Indigo 1.4 TDI Comfort
 Adana,1225500.0,Seat,Leon,1.4 EcoTSI Xcellence,2018,216000.0,Otomatik,Benzin,Hatchback/5,1201.0,126.0,Önden Çekiş,4.9,50.0,0.0,0,2,Leon 1.4 EcoTSI Xcellence
 Adana,315000.0,Ford,Focus,1.6 Comfort,2002,340500.0,Düz,LPG & Benzin,Hatchback/5,1596.0,100.0,Önden Çekiş,6.8,55.0,0.0,0,2,Focus 1.6 Comfort
 Adana,1325000.0,Renault,Clio,1.0 TCe Techno Esprit Alpine,2023,53495.0,Otomatik,Benzin,Hatchback/5,1200.0,76.0,Önden Çekiş,6.0,42.0,0.0,0,0,Clio 1.0 TCe Techno Esprit Alpine
 Adana,1039000.0,Renault,Clio,1.0 TCe Joy,2022,74500.0,Otomatik,Benzin,Hatchback/5,1200.0,76.0,Önden Çekiş,4.3,42.0,0.0,0,0,Clio 1.0 TCe Joy
 Adana,1058000.0,Renault,Clio,1.0 TCe Joy,2022,66500.0,Otomatik,Benzin,Hatchback/5,1200.0,76.0,Önden Çekiş,4.3,42.0,0.0,0,0,Clio 1.0 TCe Joy
 Adana,1035000.0,Renault,Clio,1.0 TCe Joy,2023,20000.0,Otomatik,Benzin,Hatchback/5,1200.0,76.0,Önden Çekiş,4.3,42.0,0.0,0,0,Clio 1.0 TCe Joy
 Adana,610000.0,Renault,Symbol,1.0 SCe Joy,2019,86000.0,Düz,Benzin,Sedan,998.0,73.0,Önden Çekiş,5.4,50.0,0.0,0,5,Symbol 1.0 SCe Joy
 Adana,1080000.0,Renault,Megane,1.5 Blue DCI Touch,2019,96000.0,Otomatik,Dizel,Sedan,1401.0,101.0,Önden Çekiş,4.1,49.0,0.0,0,0,Megane 1.5 Blue DCI Touch
 Adana,925000.0,Hyundai,Accent Era,1.4 Mode,2012,75128.0,Otomatik,LPG & Benzin,Sedan,1399.0,97.0,Önden Çekiş,7.6,45.0,0.0,0,0,Accent Era 1.4 Mode
 Adana,1100000.0,Audi,A3,A3 Sedan 1.6 TDI Attraction,2015,160000.0,Yarı Otomatik,Dizel,Sedan,1598.0,110.0,Önden Çekiş,3.9,50.0,0.0,0,5,A3 A3 Sedan 1.6 TDI Attraction
 Adana,795500.0,Volkswagen,Polo,1.4 TDi Bluemotion,2014,96000.0,Düz,Dizel,Hatchback/5,1422.0,75.0,Önden Çekiş,3.6,45.0,0.0,0,0,Polo 1.4 TDi Bluemotion
 Adana,670000.0,Renault,Fluence,1.6 Extreme,2011,85000.0,Düz,Benzin,Sedan,1598.0,110.0,Önden Çekiş,6.5,60.0,0.0,0,1,Fluence 1.6 Extreme
 Adana,1875000.0,Mercedes-Benz,E,350 CDI Premium,2011,290000.0,Otomatik,Dizel,Sedan,2987.0,211.0,4WD (Sürekli),7.1,80.0,0.0,0,2,E 350 CDI Premium
 Adana,820000.0,Fiat,Egea,1.4 Fire Urban,2021,54500.0,Düz,LPG & Benzin,Sedan,1368.0,95.0,Önden Çekiş,6.4,45.0,0.0,0,0,Egea 1.4 Fire Urban
 Adana,980000.0,Dacia,Sandero,1.5 dCi Stepway Style,2018,82000.0,Yarı Otomatik,Dizel,Hatchback/5,1461.0,90.0,Önden Çekiş,3.8,50.0,0.0,0,0,Sandero 1.5 dCi Stepway Style
 Adana,335000.0,Peugeot,206,1.4 Comfort,2011,214000.0,Düz,Benzin,Hatchback/5,1201.0,51.0,Önden Çekiş,6.5,50.0,0.0,0,4,206 1.4 Comfort
 Adana,360000.0,Peugeot,206,1.4 XT,2004,163000.0,Düz,LPG & Benzin,Hatchback/5,1360.0,76.0,Önden Çekiş,6.3,50.0,0.0,1,6,206 1.4 XT
 Adana,510000.0,Ford,Focus,1.6 Collection,2004,207000.0,Düz,LPG & Benzin,Hatchback/5,1596.0,100.0,Önden Çekiş,6.8,55.0,0.0,0,0,Focus 1.6 Collection
 Adana,400000.0,Skoda,Fabia,1.4 Ambiente,2007,296000.0,Düz,LPG & Benzin,Hatchback/5,1390.0,85.0,Önden Çekiş,6.5,45.0,0.0,0,0,Fabia 1.4 Ambiente
 Adana,725000.0,BMW,5 Serisi,520d Sport,2009,399000.0,Otomatik,Dizel,Sedan,1995.0,177.0,Arkadan İtiş,6.9,70.0,0.0,3,1,5 Serisi 520d Sport
 Adana,700000.0,Renault,Symbol,1.5 dCi Joy,2018,182663.0,Düz,Dizel,Sedan,1461.0,90.0,Önden Çekiş,3.9,50.0,0.0,0,0,Symbol 1.5 dCi Joy
 Adana,560000.0,Fiat,Egea,1.4 Fire Easy,2020,217000.0,Düz,Benzin,Sedan,1368.0,95.0,Önden Çekiş,5.7,45.0,0.0,0,4,Egea 1.4 Fire Easy
 Adana,1670000.0,Mercedes-Benz,C,C 200 D Exclusive,2017,216000.0,Otomatik,Dizel,Sedan,1401.0,126.0,Arkadan İtiş,4.2,66.0,2.0,0,0,C C 200 D Exclusive
 Adana,755000.0,Opel,Astra,1.4 T Sport,2013,133000.0,Düz,Benzin,Hatchback/5,1201.0,126.0,Önden Çekiş,6.7,56.0,0.0,1,5,Astra 1.4 T Sport
 Adana,365000.0,Opel,Corsa,1.3 CDTI Enjoy,2004,261000.0,Düz,Dizel,Hatchback/5,1248.0,70.0,Önden Çekiş,4.5,44.0,0.0,1,2,Corsa 1.3 CDTI Enjoy
 Adana,480000.0,Honda,Civic,1.6 i-VTEC LS,2005,262000.0,Düz,Benzin,Sedan,1590.0,110.0,Önden Çekiş,6.5,50.0,13000.0,4,8,Civic 1.6 i-VTEC LS
 Adana,235900.0,Hyundai,Sonata,2.0 GLS,1998,211000.0,Otomatik,Benzin,Sedan,1801.0,101.0,Önden Çekiş,9.5,60.0,0.0,0,12,Sonata 2.0 GLS
 Adana,1425000.0,Ford,Focus,1.5 TDCi Trend X,2020,91000.0,Otomatik,Dizel,Sedan,1500.0,120.0,Önden Çekiş,4.3,47.0,0.0,0,0,Focus 1.5 TDCi Trend X
 Adana,339900.0,Ford,Focus,1.6 Ambiente,2000,299000.0,Düz,Benzin,Sedan,1596.0,100.0,Önden Çekiş,6.9,55.0,0.0,0,0,Focus 1.6 Ambiente
 Adana,659999.0,Fiat,Egea,1.4 Fire Lounge,2016,119000.0,Düz,Benzin,Sedan,1368.0,95.0,Önden Çekiş,5.7,45.0,3200.0,0,5,Egea 1.4 Fire Lounge
 Adana,853000.0,Fiat,Egea,1.4 Fire Easy,2022,55000.0,Düz,Benzin,Sedan,1201.0,76.0,Önden Çekiş,5.7,45.0,0.0,0,0,Egea 1.4 Fire Easy
 Adana,675000.0,Fiat,Egea,1.4 Fire Easy,2020,152000.0,Düz,Benzin,Sedan,1201.0,76.0,Önden Çekiş,5.7,45.0,0.0,0,0,Egea 1.4 Fire Easy
 Adana,851000.0,Fiat,Egea,1.3 Multijet Easy,2021,108000.0,Düz,Dizel,Sedan,1201.0,76.0,Önden Çekiş,4.1,45.0,0.0,0,0,Egea 1.3 Multijet Easy
 Adana,750000.0,Fiat,Egea,1.3 Multijet Easy,2019,152000.0,Düz,Dizel,Sedan,1201.0,76.0,Önden Çekiş,4.1,45.0,19000.0,1,2,Egea 1.3 Multijet Easy
 Adana,168000.0,Fiat,Albea,Sole 1.3 Multijet Active,2009,167000.0,Düz,Dizel,Sedan,1248.0,70.0,Önden Çekiş,4.7,48.0,0.0,0,0,Albea Sole 1.3 Multijet Active
 Adana,2395000.0,BMW,5 Serisi,520i M Sport,2018,125000.0,Otomatik,Benzin,Sedan,1401.0,151.0,Arkadan İtiş,7.1,68.0,0.0,2,2,5 Serisi 520i M Sport
 Adana,829000.0,Citroen,C-Elysee,1.5 BlueHDi Feel,2021,94000.0,Düz,Dizel,Sedan,1499.0,100.0,Önden Çekiş,3.9,50.0,0.0,0,0,C-Elysee 1.5 BlueHDi Feel
 Adana,1515000.0,BMW,5 Serisi,520d M Sport,2012,184000.0,Otomatik,Dizel,Sedan,1995.0,184.0,Arkadan İtiş,5.2,70.0,0.0,2,2,5 Serisi 520d M Sport
 Adana,810000.0,Mini,Cooper,1.6 Türkiye Paketi,2009,57000.0,Otomatik,Benzin,Hatchback/3,1598.0,120.0,Önden Çekiş,5.8,40.0,0.0,0,2,Cooper 1.6 Türkiye Paketi
 Adana,1465000.0,Volkswagen,Passat,1.6 TDi Business,2019,198000.0,Yarı Otomatik,Dizel,Sedan,1598.0,120.0,Önden Çekiş,4.0,59.0,0.0,1,0,Passat 1.6 TDi Business
 Adana,310000.0,Mitsubishi,Lancer,1.6 Invite,2005,242000.0,Otomatik,Benzin,Sedan,1584.0,98.0,Önden Çekiş,7.9,50.0,0.0,6,4,Lancer 1.6 Invite
 Adana,345000.0,Fiat,Punto,Grande 1.4 Fire Active,2007,186000.0,Düz,Benzin,Hatchback/5,1368.0,77.0,Önden Çekiş,5.9,45.0,0.0,2,7,Punto Grande 1.4 Fire Active
 Adana,199000.0,Hyundai,Accent,1.3 LS,1997,215000.0,Düz,LPG & Benzin,Sedan,1341.0,75.0,Önden Çekiş,7.4,45.0,0.0,0,0,Accent 1.3 LS
 Adana,829500.0,Volkswagen,Golf,1.6 TDi BlueMotion Midline Plus,2014,240000.0,Düz,Dizel,Hatchback/5,1598.0,90.0,Önden Çekiş,3.8,50.0,0.0,0,0,Golf 1.6 TDi BlueMotion Midline Plus
 Adana,690000.0,Renault,Clio,1.5 dCi SportTourer Joy,2019,186000.0,Düz,Dizel,Station wagon,1461.0,75.0,Önden Çekiş,3.6,45.0,0.0,0,0,Clio 1.5 dCi SportTourer Joy
 Adana,349900.0,Peugeot,208,1.4 HDi Access,2012,250000.0,Düz,Dizel,Hatchback/5,1398.0,69.0,Önden Çekiş,3.8,50.0,0.0,0,4,208 1.4 HDi Access
 Adana,699000.0,Hyundai,Accent Blue,1.6 CRDI Mode Plus,2016,166000.0,Düz,Dizel,Sedan,1582.0,136.0,Önden Çekiş,4.5,43.0,0.0,2,2,Accent Blue 1.6 CRDI Mode Plus
 Adana,435900.0,Hyundai,Accent Blue,1.6 CRDI Biz,2013,350000.0,Otomatik,Dizel,Sedan,1582.0,128.0,Önden Çekiş,5.6,43.0,0.0,0,0,Accent Blue 1.6 CRDI Biz
 Adana,563000.0,Fiat,Egea,1.3 Multijet Easy,2017,250000.0,Düz,Dizel,Sedan,1248.0,95.0,Önden Çekiş,4.1,45.0,0.0,0,0,Egea 1.3 Multijet Easy
 Adana,410000.0,Chevrolet,Aveo,1.4 SE,2009,131000.0,Düz,Benzin,Sedan,1399.0,100.0,Önden Çekiş,6.1,45.0,0.0,0,0,Aveo 1.4 SE
 Adana,1750000.0,BMW,4 Serisi,420d Gran Coupe M Sport,2014,299000.0,Otomatik,Dizel,Coupe,1995.0,184.0,Arkadan İtiş,4.6,57.0,0.0,0,0,4 Serisi 420d Gran Coupe M Sport
 Adana,1185000.0,Ford,Focus,1.5 TDCi Trend X,2020,152000.0,Otomatik,Dizel,Sedan,1500.0,120.0,Önden Çekiş,4.3,47.0,12500.0,0,3,Focus 1.5 TDCi Trend X
 Adana,575000.0,Renault,Clio,1.5 dCi Icon,2013,164000.0,Düz,Dizel,Hatchback/5,1461.0,90.0,Önden Çekiş,3.6,45.0,0.0,2,3,Clio 1.5 dCi Icon
 Adana,248000.0,Volkswagen,Polo,1.6,2000,306500.0,Düz,Benzin,Hatchback/5,1598.0,75.0,Önden Çekiş,6.9,45.0,0.0,2,11,Polo 1.6
 Adana,389900.0,Renault,Laguna,1.5 dCi Privilege,2009,310000.0,Düz,Dizel,Hatchback/5,1461.0,110.0,Önden Çekiş,4.9,66.0,4500.0,0,0,Laguna 1.5 dCi Privilege
 Adana,648500.0,Honda,Civic,1.6 i-VTEC Premium,2010,250000.0,Düz,LPG & Benzin,Sedan,1595.0,125.0,Önden Çekiş,6.7,50.0,0.0,1,1,Civic 1.6 i-VTEC Premium
 Adana,345000.0,Ford,Fiesta,1.4 TDCi Comfort,2007,329000.0,Düz,Dizel,Hatchback/5,1399.0,68.0,Önden Çekiş,4.3,45.0,0.0,1,2,Fiesta 1.4 TDCi Comfort
 Adana,415000.0,Renault,Symbol,1.2 Joy,2015,197000.0,Düz,Benzin,Sedan,1149.0,75.0,Önden Çekiş,6.0,50.0,42589.0,3,2,Symbol 1.2 Joy
 Adana,285750.0,Audi,A3,A3 Sportback 1.6 Ambiente,1998,250000.0,Otomatik,LPG & Benzin,Hatchback/3,1595.0,101.0,Önden Çekiş,8.6,55.0,0.0,0,11,A3 A3 Sportback 1.6 Ambiente
 Adana,1239900.0,Toyota,Corolla,1.8 Hybrid Dream,2021,141000.0,Otomatik,Hibrit,Sedan,1601.0,101.0,Önden Çekiş,3.5,43.0,25000.0,0,2,Corolla 1.8 Hybrid Dream
 Adana,424000.0,Ford,Focus,1.6 Comfort,2004,240000.0,Düz,Benzin,Sedan,1596.0,100.0,Önden Çekiş,6.8,55.0,0.0,0,0,Focus 1.6 Comfort
 Adana,799000.0,Fiat,Egea,1.3 Multijet Easy Plus,2021,148000.0,Düz,Dizel,Sedan,1201.0,76.0,Önden Çekiş,4.1,50.0,5000.0,1,2,Egea 1.3 Multijet Easy Plus
